# ra dec dm_bonsai
53.121978 80.747466 853.464684
78.803236 74.955232 684.154506
97.258782 73.705877 957.448363
142.138990 34.106098 303.213501
192.416647 5.247629 510.699487
24.407770 60.526915 979.667683
243.637063 84.938799 78.339421
149.694497 -1.660281 453.732451
164.600917 31.698989 1362.307971
66.819948 80.781077 473.397005
222.748028 89.265412 691.539504
322.351083 49.228779 495.250629
57.112557 22.735749 428.649723
264.191227 33.223487 528.169774
102.686548 45.070793 449.113372
264.198122 33.222957 1927.610379
336.283476 34.318605 510.556887
67.273949 47.724325 723.137142
138.030355 70.405511 818.775288
193.804139 30.061901 756.494424
207.776821 48.254074 192.064088
309.004598 77.958241 800.516367
174.859930 50.591613 1407.413538
217.942256 17.238761 351.648689
307.346867 75.769057 563.875957
34.287212 72.745236 1225.974648
144.363469 39.990175 646.539273
313.737824 22.283286 598.832918
87.963920 30.952088 194.254450
289.242939 80.180954 712.474332
279.412132 78.444739 298.397826
185.952403 87.636929 14.463545
75.496080 4.565420 1034.763202
269.529903 85.398108 274.923021
226.522627 73.751798 327.830615
265.673639 14.701888 89.327508
135.435548 47.845196 850.547266
243.075971 63.614200 489.804694
127.691797 79.852808 162.976506
357.448263 84.723237 428.753584
47.788774 61.743803 764.390850
106.733580 42.747356 548.099896
129.478996 65.309907 261.677264
260.921384 64.233680 2171.885031
273.286307 61.816030 582.033006
159.100628 88.172166 866.811613
68.125587 10.786817 878.412420
90.345828 68.265458 786.223218
130.325357 72.081407 150.831508
150.065016 14.955158 209.603735
202.392483 29.236347 1245.161785
6.454432 39.068795 645.934647
26.187990 65.728365 149.955109
146.682348 68.762948 46.269667
231.849906 28.375565 680.634292
246.905947 27.094789 907.413442
255.985273 68.280668 1239.186322
134.775801 54.433076 356.526194
144.382058 49.801944 591.571241
157.694482 73.793650 62.341377
158.407488 73.796991 62.375350
158.205070 73.796263 62.359760
152.821113 73.740938 61.464921
152.901016 73.741662 61.291866
158.957685 73.743019 62.528631
159.205873 73.743313 62.566702
267.321524 34.418626 517.532645
82.072468 80.656917 585.696897
149.779843 -0.429435 2647.916709
283.361482 46.958316 508.842280
294.993352 59.396211 1301.846438
324.968026 45.347208 165.767134
34.107339 13.639661 311.412600
133.374798 19.350163 1217.822504
176.408631 50.205421 415.704112
251.713535 53.236497 473.287644
121.947878 14.744431 978.582146
130.083247 26.089646 288.933012
208.520292 61.906510 1543.612034
3.458776 46.487024 480.431400
132.502224 9.898164 97.189450
119.456107 86.530454 297.372061
2.384452 44.163749 1903.861108
60.762232 40.576971 777.835636
156.942553 34.122392 367.350004
357.092776 27.359646 394.409366
182.172431 38.903189 1772.200125
335.081448 75.741618 657.027831
81.280493 66.217056 815.441221
247.945294 80.614315 460.420794
60.179124 24.455055 1283.751127
255.400058 74.988431 1227.289047
98.614467 67.069255 1142.307441
280.199483 62.991182 307.029463
24.052532 44.188846 641.044637
298.342865 77.987364 341.793416
29.489293 65.729204 151.121468
163.630860 41.252067 149.475204
218.946123 49.012535 234.059245
307.446039 79.709812 492.125951
318.140820 48.787096 407.310548
13.237544 70.893625 1034.094206
21.631665 72.315270 235.130403
28.991918 65.728496 150.058263
29.310892 65.731656 151.095150
29.481371 65.729376 151.047983
31.979737 65.727879 154.870618
104.167129 47.014979 727.935831
185.559475 83.115497 256.048698
262.996185 82.104373 361.203419
288.467022 73.672384 398.014830
357.108448 -9.281757 388.189761
180.024869 44.388141 858.027750
209.110368 42.412806 660.898253
254.262993 22.388438 894.628927
321.099845 19.639413 716.547077
195.536219 65.933869 355.518083
343.569281 82.943915 261.849111
18.827383 85.747067 442.522083
149.468255 16.497274 476.246481
143.118550 34.103345 674.495611
52.780847 57.813485 880.326488
354.715717 84.297657 107.033301
87.006680 88.107887 524.827427
294.129721 43.055886 435.700838
9.159057 46.880767 399.225848
9.477020 46.879901 401.516182
199.252007 42.768911 194.363336
11.836913 46.881464 399.625039
11.973201 46.874924 398.650868
95.012047 54.761978 225.413221
199.459662 42.989154 306.124149
16.146849 17.357941 1282.201774
42.236483 9.740609 224.514800
206.700529 22.458224 154.254662
223.919670 51.336734 570.372907
229.555409 28.794573 622.374434
319.033750 24.437146 741.876290
198.701855 38.899576 377.643432
118.173939 86.529639 297.175956
30.210608 65.716384 152.456268
71.918929 27.854966 881.368740
172.402874 67.544555 356.790790
293.664475 87.199485 257.756006
341.530080 13.631970 343.398452
348.191799 89.199804 1444.986442
33.434969 65.604184 156.711754
209.582152 42.799542 521.810584
35.003999 -1.845472 526.252123
127.556802 14.566363 130.863268
179.325605 4.698948 460.073818
237.333370 39.733578 208.161665
287.493778 67.279461 762.793246
42.571794 32.320806 137.306616
22.244919 84.689642 168.438784
250.044462 63.408565 199.295567
270.678066 69.916156 1015.938032
7.071231 29.013241 155.820141
12.804550 47.656391 267.492242
37.523717 28.218036 249.418706
58.654002 73.628990 93.778906
243.246132 55.199483 410.534216
346.266171 33.097484 829.906689
49.643510 43.816428 1351.299718
228.262114 71.241416 444.317516
269.351218 43.883698 164.548769
286.705955 28.686549 1209.645517
326.668293 16.912816 560.867698
148.417986 66.332725 749.677709
179.440562 67.172257 1717.617589
354.944857 -1.240168 792.016972
27.705984 66.122685 512.331411
133.299347 74.189607 1233.350920
65.182416 73.628312 104.505561
309.654190 83.649754 609.822652
149.293455 33.706255 1675.213516
148.464950 83.994615 879.253522
231.375213 69.574708 342.125933
279.588119 60.222216 256.726037
33.937255 23.564393 527.894541
114.211100 7.308196 310.061279
333.477295 88.657256 458.157643
47.744007 -9.119468 674.511559
137.530004 40.055841 575.362760
113.572474 61.816266 210.189303
240.232609 52.085433 356.006686
250.336815 -1.111832 271.780882
134.038271 50.947943 358.202904
157.153779 33.315636 294.817491
159.182541 4.155608 129.578504
168.789589 -9.053125 247.806338
271.943635 22.346100 134.256613
353.038373 26.523750 392.096849
113.786814 38.863401 259.767902
175.122114 49.287692 1600.137382
141.381454 29.633754 479.838130
102.959621 50.500978 434.718328
175.601443 72.956419 648.193695
197.885129 65.774144 301.053248
238.975733 37.243483 287.981302
31.015570 52.582503 679.018935
9.597279 46.879253 399.111727
11.707093 46.880906 399.533340
32.656841 26.959753 174.648247
107.060749 27.079006 1031.495755
117.186752 76.306820 528.377240
204.303957 21.155277 709.358588
218.363005 40.387459 938.835865
242.820337 43.546063 609.048555
283.602927 46.967073 508.240435
41.145470 26.129080 517.892040
165.267177 50.590171 2546.310756
209.076307 44.760307 888.747623
6.881232 45.884733 355.558111
158.369256 79.814093 380.200074
246.713704 57.925649 242.165025
34.369033 37.119690 1479.249882
131.942288 3.607205 698.696803
160.133523 14.788450 668.477128
166.225766 60.738083 1102.759954
193.711600 65.134390 995.773214
199.513766 42.821665 307.799115
200.389807 50.444334 252.213350
228.056854 30.982791 193.401323
242.708554 60.236558 660.041301
141.215418 21.112126 226.853787
321.930837 13.645727 475.809838
124.005943 32.467134 656.968506
137.217769 8.894129 558.905070
236.252716 88.337439 604.188274
228.651667 72.494403 545.147698
340.933999 49.602134 77.449023
173.412028 77.129089 547.107310
42.275699 16.006712 549.064470
108.282436 -2.981767 248.658623
123.711259 37.670316 1079.481163
124.336204 63.079040 752.749758
153.684693 16.186557 350.698433
200.345389 61.525978 949.416500
310.737463 72.344976 1564.845247
141.156263 36.107622 621.717304
62.842562 38.099864 497.258358
85.150330 3.511548 291.821343
163.035957 15.101065 1155.793788
238.069893 66.698530 1212.427030
273.179557 62.008082 488.917105
331.161362 48.446708 231.475965
24.778683 65.713412 147.886848
110.997798 70.366673 682.736533
42.008048 78.226441 82.586280
96.406928 61.041494 404.227179
176.101000 30.068000 607.959744
244.375632 47.427263 171.866398
255.437831 27.498448 695.358962
288.909257 47.089371 921.592392
357.136796 28.077921 467.774259
359.963225 17.357703 468.860318
137.080404 38.051107 290.784689
27.403888 65.716870 698.704645
257.127803 65.734452 140.711858
149.650210 81.229421 647.365244
10.531209 43.377726 1487.969328
92.495336 30.111014 494.166482
160.625927 77.396752 1106.431979
122.164271 89.052076 177.855952
6.748631 0.534956 369.491287
232.059309 36.488641 325.889187
233.330643 65.042886 344.255597
238.294338 69.409976 380.202304
70.830970 17.430068 755.275240
22.769631 77.914910 157.836704
50.630020 43.423245 605.566253
115.917063 31.633659 534.904089
299.392793 71.280170 318.650410
358.820743 73.147385 453.597475
38.584544 61.675201 330.353172
315.345339 85.313727 494.689095
139.227925 72.281519 805.797786
53.465266 24.021988 653.645963
176.908330 29.245439 1402.124531
272.008722 19.721708 463.264005
160.365078 6.835715 309.070187
202.015592 40.463410 309.097345
88.480169 66.077267 370.614444
120.442256 -6.945991 249.810100
7.380902 37.489469 613.884550
210.980927 46.466946 987.762386
319.989856 33.126333 823.486771
194.840739 77.154127 224.258888
161.011438 41.651152 536.270959
236.131629 43.181488 424.153892
80.317373 71.846058 447.578421
283.447967 46.962186 508.535074
146.581436 85.956026 611.356118
264.232789 15.166466 589.994728
3.775038 53.086304 863.313080
26.047919 65.722945 149.449385
223.736346 69.582007 1105.069019
241.386685 56.755150 539.356211
32.635702 65.727879 155.873583
119.520898 9.376295 473.831489
254.467539 37.382737 535.828798
82.539943 72.344157 233.839172
157.125616 70.439189 430.673779
330.416374 23.130209 1094.290958
352.920252 49.204987 536.665239
3.400713 37.100944 1133.981161
211.922235 24.603676 742.984666
295.209679 70.284004 781.366692
140.063768 84.388128 627.667063
92.662935 78.023538 206.283152
265.893044 26.226642 785.235518
23.090079 46.109201 414.086122
73.070710 64.990450 690.682147
246.177056 53.633097 150.057410
265.429508 61.033783 1075.248315
42.734156 21.830370 418.484483
274.705251 81.517603 359.683324
128.214371 80.579358 623.573647
156.324135 17.111876 763.835068
331.906416 69.918919 1406.623464
149.023111 38.383473 723.633329
89.726692 76.704823 639.310661
104.217065 43.128585 1161.367998
148.093138 43.188335 953.137971
224.194504 33.695577 1074.294007
336.033561 53.872303 1024.221254
48.046758 45.748301 629.550440
326.235699 15.959616 114.289402
218.013908 82.167003 707.642486
232.212371 39.645066 1698.335001
304.001982 75.775269 195.295026
343.959350 51.148637 320.912740
18.919125 88.148586 421.044596
105.215338 43.918317 407.622772
153.333739 6.838043 1000.002798
186.642533 5.551352 320.762076
67.357354 71.544774 772.361182
143.940394 36.514058 251.174611
20.187794 51.151647 1715.927121
22.239280 74.877142 456.012702
76.072709 21.464929 146.233885
206.086569 62.717342 383.317880
268.225869 12.775399 617.829391
299.310116 53.526635 206.889359
305.758927 49.635881 658.127104
29.544900 65.726900 151.404225
283.694491 46.962776 507.722129
29.675821 65.728914 151.255097
286.445946 80.927724 594.558954
295.492444 63.370062 1745.293626
12.799869 41.385896 392.146358
40.546337 13.643966 479.271311
133.071987 83.508803 808.670899
193.995840 36.116605 203.761269
231.954735 65.482399 644.679905
261.231838 38.022355 941.536567
273.643277 11.811674 546.534293
21.405112 75.303948 195.916051
34.777686 77.261261 122.576015
208.611708 3.635168 76.421884
194.501184 6.317713 444.238580
226.837090 88.030326 443.510090
271.878422 48.534387 511.134525
180.859634 85.479129 302.667270
351.780933 34.059804 575.920613
203.446589 3.051461 864.373722
236.885167 67.924355 615.465629
238.595286 10.890437 545.327716
256.649129 31.205030 270.960563
262.078733 83.915983 1349.422052
324.762809 13.850851 553.524230
164.111403 15.740500 527.859168
224.562362 26.708833 1402.801518
288.056957 73.227208 295.223733
107.855860 6.386954 305.977423
33.104441 4.496831 678.751948
176.935003 61.761954 305.787319
238.340085 31.233114 216.043009
246.394260 61.183015 432.937427
215.238419 61.912202 290.428450
275.477004 46.978907 429.511552
31.433494 9.723965 302.686282
67.023255 31.030711 1291.159269
148.397608 71.666503 252.992421
17.939138 38.063765 1097.606225
204.378501 76.830186 394.141157
130.835780 45.000001 676.390567
231.788130 36.092927 195.249809
259.219404 27.904032 470.491889
11.915611 33.497744 3914.937823
46.654628 22.713933 373.130223
193.609076 24.632039 685.415221
161.751242 71.276294 855.568888
313.666559 76.631852 317.991155
314.371201 30.692951 184.340791
134.075066 26.105861 431.826106
199.706826 42.820836 306.377302
284.914924 27.169190 799.713540
70.607380 46.947024 448.022628
280.310363 26.787250 597.714212
173.579438 56.813594 406.848599
210.402621 48.255467 192.722752
269.332572 52.813201 457.803322
29.872999 65.716283 150.815997
271.784701 19.721058 462.698128
29.107372 65.725992 149.545219
243.166268 82.150932 287.179253
245.945719 21.850224 283.282048
261.684751 28.731410 730.713842
4.079598 30.662958 163.589441
273.519080 44.601936 692.102897
199.625691 42.925935 306.923226
267.475966 73.271120 549.081958
288.002725 66.606056 414.549112
326.947826 39.447822 548.163720
269.418762 55.529327 391.252514
175.902430 18.491516 588.733784
201.462405 61.531563 334.754469
298.335144 39.915236 1640.778149
75.946095 39.944088 1288.786115
353.182732 89.027120 640.303626
187.640174 65.118666 329.905002
231.695773 58.733192 605.879148
272.504089 55.528555 388.737378
209.576908 48.258008 193.488544
257.339152 26.238957 212.237179
10.840827 3.423646 948.703202
171.079719 18.943126 293.673023
187.889195 45.552975 379.006614
265.993533 50.486653 198.201795
141.732313 83.795656 963.106792
262.848708 31.334672 863.158534
54.879777 81.060493 1656.259788
77.886449 34.399181 1400.375076
177.800865 72.546450 179.139819
286.817162 71.133659 143.742251
38.332708 36.729151 1062.831000
135.839521 42.285329 1139.665011
155.330263 25.043489 790.682511
204.970529 8.406273 389.761671
246.829719 60.279202 599.570168
60.495323 75.086215 164.426435
341.614283 89.012400 190.196218
202.059892 75.062051 675.243466
248.882902 54.787891 1017.322440
258.518436 55.158725 321.921026
51.292098 38.187999 786.745317
123.794542 50.157789 1106.576317
174.462171 55.641605 1473.187669
238.277020 42.771221 314.971816
257.997757 79.828894 524.991708
105.283058 87.942738 1158.285609
322.439361 60.931068 366.042397
329.244842 25.685546 835.315563
106.898121 42.751648 548.652608
326.346788 32.705122 233.372171
8.228639 28.825567 157.516355
33.455790 65.731279 157.436749
131.081246 -9.080054 226.877015
124.687557 66.298718 954.551137
203.989517 53.690214 1118.154888
187.377723 47.879049 339.059104
244.466066 27.935687 1069.583685
267.904321 72.850712 816.997247
312.127012 29.224191 1079.584959
128.840993 29.617896 345.747142
272.150505 22.344109 133.684789
316.584549 63.733966 883.071862
325.712049 12.203025 488.006799
345.652140 45.326544 323.010925
42.728309 58.193487 644.790192
261.210230 55.023800 321.015091
135.658884 45.137348 293.434567
138.540269 68.768496 954.523103
246.679930 43.936322 831.044718
247.372805 22.839728 314.253897
294.859132 47.720429 414.946270
347.544025 26.048438 562.128407
182.588523 48.421143 500.834773
327.445993 66.954499 558.674608
353.762490 49.293062 320.150145
31.258497 76.181207 1444.905508
71.196321 55.111535 1189.424245
138.869985 39.468630 443.157923
156.077817 52.527814 1362.348590
246.216802 31.688513 942.677020
247.357612 83.405081 153.442693
269.355055 84.171625 961.148146
181.888780 36.534329 446.578611
196.113311 75.084815 1487.444283
53.315206 8.503551 405.665177
234.203434 25.856887 163.936500
16.152733 46.494106 565.123479
132.460554 47.209755 603.403669
162.961752 19.962235 955.050439
25.253215 65.724684 148.833709
25.387079 65.711744 148.613081
65.304812 54.092414 109.520407
76.313170 25.760274 202.952617
174.047532 56.815520 419.976350
241.176086 42.371550 114.727244
31.282251 23.552578 132.191670
45.628577 85.677423 298.991753
149.098297 68.782522 46.927743
100.640171 42.739994 612.628729
289.469810 46.945228 579.029074
172.668706 58.612606 776.773528
16.459696 74.936953 992.753813
198.378840 45.159293 403.561328
132.913138 77.121585 440.924075
357.910608 19.163045 1702.066929
69.173545 85.337733 579.508845
84.925629 79.788288 817.283709
132.348237 24.168455 2108.599256
167.490386 22.907138 191.569406
190.396530 -5.112673 210.740642
265.149059 11.812798 220.128814
193.444475 16.378050 185.620039
220.168727 72.081064 211.206277
287.536069 81.591060 245.421534
263.349367 81.440910 252.557975
82.093255 13.244530 560.870582
229.443501 55.484098 182.844323
301.403768 87.214908 484.883885
295.141915 59.401356 1299.950571
315.161169 71.081537 1094.601106
15.028868 26.936076 521.895726
31.745791 70.653265 188.337773
229.125103 69.576989 1242.152394
108.056796 52.460181 1208.569225
108.178202 13.774295 197.679254
122.391209 46.267389 256.142521
334.539701 -8.533576 421.900592
2.835159 25.653968 739.908603
33.421880 65.728984 158.115410
109.329720 13.299274 241.410143
35.076142 8.207485 431.839598
207.865519 81.823157 387.795207
258.805860 57.509436 852.312836
10.382097 63.699262 2539.276530
194.966799 39.689329 193.591472
211.234295 54.850039 737.611960
280.102340 11.789700 770.273555
333.302057 76.587013 304.008311
289.214073 78.426032 723.627706
148.168612 41.758810 401.056921
208.254040 48.260378 192.591511
267.738874 60.635339 1194.256685
18.421004 82.899951 1630.333330
33.894623 45.591636 304.807118
295.332802 86.966236 593.312207
311.826569 85.341106 306.797593
163.634896 28.417871 567.183465
321.822313 62.127393 415.626312
114.017139 55.584055 863.121344
116.042145 39.777788 1381.897329
265.774524 73.683954 675.245235
292.284143 32.764143 200.590039
278.232082 80.700651 137.642549
286.265037 34.390477 368.061840
54.564871 36.340195 125.312165
187.559180 57.994346 410.885613
315.717651 69.830710 829.445329
18.798583 41.436842 415.725348
214.239802 77.152350 377.858299
271.247633 81.206009 344.952481
113.091550 70.795046 600.148762
117.348132 54.027359 746.232048
172.823327 57.995217 904.227281
188.342973 70.017156 1148.680777
58.295939 45.762813 540.386269
285.456551 -3.696249 465.683613
1.243089 15.973799 246.864236
286.498993 83.064329 431.825733
358.211407 81.343100 366.686083
7.588331 37.247980 612.401179
8.425010 29.015252 154.920621
159.478194 71.255528 672.739648
61.864217 86.288304 980.216221
61.660860 28.668758 449.625400
72.851402 52.002389 471.238426
265.953460 19.991880 762.395589
358.699040 52.697967 649.644214
156.776159 49.034259 1322.947586
159.644617 86.107231 1011.228792
314.107549 60.147611 538.642687
236.315401 36.483814 725.072867
251.047009 53.620663 888.665218
100.482423 62.233149 506.836473
274.900961 74.523724 365.012855
1.100288 70.218512 1354.817556
54.726475 66.157646 558.615958
81.971542 41.131781 870.291374
122.773341 79.870096 510.006457
208.016412 48.259351 192.748214
167.100498 19.827481 544.365005
189.131768 16.660244 269.261417
323.440941 12.041661 923.966540
330.092207 72.897055 207.464103
58.182594 29.627394 1552.861021
194.187621 71.281111 1575.467939
202.299469 37.318526 337.086336
343.304443 49.980659 1125.014650
8.033764 40.246626 506.355372
29.644239 65.723282 151.438967
61.510053 73.634939 100.881807
6.435687 3.408646 568.993591
26.976561 65.726144 147.332362
84.107630 76.678003 354.400834
329.476776 81.977778 1076.251828
336.210948 72.742314 198.422935
340.397340 72.733003 194.222599
132.466275 30.852156 837.975664
177.947659 87.364375 1066.008686
272.750949 21.007391 322.627457
92.145154 56.172298 399.144667
207.721301 48.122556 193.078355
265.716016 41.944069 634.716279
94.764121 42.719414 1589.408523
21.923327 -0.641495 655.081310
265.716817 66.226150 531.115094
345.740559 7.673579 464.546677
157.093891 12.885283 266.605288
269.057647 65.816971 527.758164
281.377936 38.365831 1631.211025
230.486778 78.419244 105.756634
347.033193 42.993729 795.595815
348.535588 38.286263 1141.284916
356.243296 65.308237 535.176495
278.038338 23.206722 666.187052
42.128734 32.335422 274.418284
190.823464 55.257566 2304.847989
286.641203 47.123425 1189.433617
321.034893 75.633709 803.985733
340.805645 61.698533 937.479473
342.118139 33.504150 555.383137
118.526110 44.337584 356.571367
234.617349 37.674081 288.190206
10.333199 29.018056 634.757239
25.025750 65.722815 148.298511
206.289971 15.734216 358.173761
128.514674 62.683793 1023.504882
155.851330 26.318695 490.572371
311.253761 71.090459 275.329302
105.128221 16.924660 1452.876672
218.059814 48.234637 434.495796
63.762776 7.897735 442.455478
124.948383 86.892635 387.080029
179.338451 34.937790 396.612391
280.152949 65.000893 637.841285
87.904636 38.398012 1307.471305
126.682315 73.332378 463.198214
223.312783 26.725472 1813.110452
14.059050 37.492350 674.621172
37.869291 25.701257 489.350917
283.456083 53.947075 694.514261
23.551244 60.926185 133.933192
27.502405 13.634145 1345.465194
202.584101 66.725741 337.346607
220.428723 26.723310 1356.513262
266.871537 48.546232 1643.283672
30.469501 40.657804 1559.339669
190.901499 83.436085 188.723265
16.971432 18.263036 375.240238
68.726833 23.186862 727.524013
186.720879 85.418681 1368.393130
127.467359 72.475850 803.083865
30.995990 15.994288 1005.735539
333.117088 89.042056 974.982292
54.048444 82.514838 279.864464
242.308588 32.459217 642.396849
357.920475 71.051453 306.883780
230.083203 78.541925 473.237722
270.408287 61.808443 585.711732
4.783167 15.971084 1072.230061
30.039430 87.374611 392.206429
102.051502 35.434646 188.850845
135.865147 69.159509 893.618718
120.847587 73.321962 1219.920401
124.831831 48.611821 1604.086450
130.237414 42.264896 208.271618
185.617901 33.730125 1313.915997
240.885629 54.029422 265.749587
104.102135 83.506600 1449.773047
26.214054 44.169885 643.357570
154.800210 14.785543 467.540588
69.235255 1.412640 118.472135
206.722350 56.023981 277.021940
126.791558 57.556150 373.342225
292.811267 30.323803 480.705980
329.739036 55.823423 142.121819
352.467223 8.183905 772.147769
27.295441 70.226392 118.317791
60.637799 37.552578 612.757730
65.999599 64.167193 205.710066
105.738721 44.313398 696.111182
337.259536 70.221754 563.759378
340.530537 72.311642 698.049183
18.666883 82.853322 1630.395370
137.706737 40.056122 577.326662
200.419726 48.709306 820.021349
211.034696 71.682047 254.810363
226.944918 59.133223 895.078961
272.507571 55.523099 388.842102
357.532442 54.632516 384.926207
323.808042 75.486690 1295.090068
19.433452 32.851956 785.389194
29.251799 65.726656 150.418003
123.442564 31.649226 892.911006
317.092117 39.886054 172.734817
14.285153 -5.724108 784.043664
68.582087 16.041599 729.084824
80.496647 62.596454 527.699118
132.548232 27.801072 572.657814
168.624594 49.041159 110.070597
229.682423 59.915379 656.011329
315.484088 81.542196 521.957158
103.949747 68.115902 205.866937
84.211843 54.739078 387.995622
154.754722 34.929621 278.857707
193.952981 50.207551 580.508337
52.876687 29.878652 900.513144
73.475625 24.139736 365.465541
277.857847 53.957830 639.974891
345.429020 85.955271 839.523075
194.798697 24.660708 798.795042
204.710473 75.079075 420.761828
224.669627 69.589912 1449.406337
127.150995 29.201688 83.357310
188.445531 59.171724 374.511846
291.624392 29.632970 441.175024
296.112655 3.657730 227.626063
150.997950 61.133018 806.134124
36.112192 34.113347 463.453375
118.422791 69.973124 1069.037821
208.007045 48.262817 192.896209
332.947700 -2.844073 325.683752
39.396848 54.526722 144.382049
339.243737 41.827206 477.561018
42.704116 15.549137 535.894558
63.820796 55.636044 512.359405
59.696494 39.523952 401.954634
250.942726 57.528700 618.705021
30.791105 39.995113 1195.594237
146.051948 34.515749 948.873183
256.068793 58.408673 361.902211
86.130170 49.714653 563.039104
198.601515 3.061583 723.965943
92.933737 26.642698 591.401974
141.773436 51.736989 1102.065400
86.346500 18.822986 261.090318
80.231272 84.272702 181.738013
63.654833 81.106262 1658.971833
115.209763 70.797661 267.149601
337.184385 46.874475 231.764691
131.942185 55.996148 333.125993
221.321825 71.671345 283.206201
214.073390 89.238898 709.487477
145.455247 39.831789 266.026998
216.675923 67.553000 308.343661
186.054967 41.660296 1301.839460
33.928087 2.852652 381.250849
113.907680 50.919799 815.661531
133.550975 43.182121 448.884337
164.304342 40.079827 688.447962
100.934261 32.415073 161.950974
154.536808 56.809319 880.117099
159.930690 70.856092 251.701537
192.774045 70.441497 864.527580
273.593692 63.408013 816.934401
29.644731 65.724102 150.588105
122.499842 45.110624 67.488744
137.975439 52.116501 447.254423
202.720675 23.334767 620.845326
211.144954 85.475066 1039.498037
76.988087 26.191310 272.482924
77.109961 26.192821 270.246238
122.515699 46.275860 256.301788
153.352463 58.141552 222.338995
177.223524 50.212346 1784.238280
17.224661 18.450052 375.268741
82.101867 73.672781 1061.015403
354.711858 -7.817343 288.738751
149.298178 36.124723 935.425260
160.417710 52.131147 591.070339
355.780873 37.484038 968.770644
252.260360 75.085532 627.945307
167.732068 43.064453 300.221477
111.856044 50.746113 308.389004
182.614807 73.250125 119.622033
189.237718 35.741115 398.317500
261.881609 52.153806 254.312008
262.931684 82.973592 318.026095
149.439538 68.768853 47.033618
204.311774 65.531390 372.783275
90.377777 79.560648 241.317095
340.398864 29.019208 509.519052
64.631066 7.742694 231.700738
199.637302 43.028312 308.103210
261.268111 55.169430 319.575019
80.032789 73.230651 887.301824
111.935590 44.317522 885.294979
257.709927 78.037660 1067.294540
296.594839 70.680524 343.927161
17.019040 18.514560 375.105979
149.439582 46.711700 623.178561
174.506506 40.082858 590.059582
52.655380 25.293911 781.394502
133.274507 19.355446 181.704575
190.416405 65.135467 329.964249
271.564683 40.749414 418.637650
322.977749 61.322324 378.242848
20.653237 77.886151 785.851623
269.025902 58.096931 448.162456
280.021142 67.427578 819.313573
87.079656 62.367895 250.734491
196.234921 56.419646 463.114171
216.214848 25.460740 309.237144
276.260497 36.404066 285.095849
9.739542 50.370480 477.346003
120.916571 31.401565 591.667656
127.309563 39.247210 1235.591069
193.320031 9.431291 531.701444
238.266494 74.605737 1303.489179
282.195292 47.739109 186.839737
139.386689 20.257705 662.545524
169.140986 70.244054 714.821226
44.456473 28.223721 568.623548
45.544091 15.362613 232.106812
78.489567 26.197433 262.026270
283.074339 53.945965 694.964267
342.067210 46.104300 584.507310
3.327781 15.513201 763.889143
58.584685 39.918282 402.946732
66.315375 67.990578 489.987482
206.023150 48.257005 193.553763
206.903019 6.841216 289.771645
36.431036 53.097548 804.157864
225.886892 71.247144 809.650607
250.332851 18.873963 320.934278
341.154384 48.045294 269.439492
74.018218 63.381180 336.470911
163.172795 4.335090 614.719451
220.793716 28.806939 662.884468
321.143975 28.628591 84.919677
76.911987 26.186769 271.651250
102.056438 21.074897 354.796686
192.078078 54.866461 437.009810
201.809462 88.562093 357.132145
292.448269 59.396499 1308.943622
191.214158 58.777932 600.975438
260.374787 78.921314 683.006291
338.956543 46.882650 559.342671
129.086856 40.044397 279.836053
276.445925 64.202596 469.782320
291.549850 72.794121 672.951554
345.693228 41.818105 970.681026
221.866743 71.673963 285.242739
169.716529 81.283219 1124.018430
251.054110 38.973629 501.986983
269.556398 42.567675 351.952099
123.973259 48.754348 459.298473
138.332608 41.633060 524.556103
351.632950 57.749697 168.290306
31.969802 74.443211 690.023667
254.130664 80.854778 276.595319
283.213914 53.939829 695.178371
110.983788 16.808480 1005.128654
257.195479 89.230446 389.890192
21.201518 35.910908 750.328610
64.523748 7.922010 231.414131
149.529491 49.420094 705.098188
222.779508 53.283722 1287.827440
241.503268 48.214007 415.882557
261.286775 55.032786 319.466735
294.697128 62.367087 72.221654
120.820371 45.103977 925.927249
130.266895 4.683852 226.157695
215.258791 68.772976 541.867187
336.186432 -8.520773 424.944292
26.995626 89.008100 1057.479531
137.597620 -3.574918 740.431937
196.846148 28.000224 816.562082
251.320056 21.967856 306.242296
261.099358 55.055983 319.778780
17.142697 18.505526 375.878009
156.153771 69.191385 582.138778
351.072872 82.249154 405.743487
202.535616 44.244856 424.654795
80.501961 57.074229 836.232224
130.470838 42.006350 707.144039
281.407517 16.059525 477.963358
283.747819 26.045030 112.450302
325.561041 45.730921 576.537044
105.973360 44.309643 1326.473552
201.470307 61.142717 650.186672
356.360392 49.595752 745.376108
358.231592 35.508803 826.576833
135.130058 65.507957 1076.452320
150.991745 6.316534 280.737575
155.936445 33.361001 1498.560133
197.693659 40.084636 1659.392517
26.680873 87.421774 610.664156
244.280971 10.377314 326.331603
243.691559 63.449028 1048.572108
340.551903 58.552379 468.784306
349.920687 34.708223 1061.755302
54.505314 88.466425 804.287735
111.793208 43.146298 1001.673746
113.253781 77.194382 402.709395
219.312942 27.135437 1214.417157
64.503581 7.735454 231.472423
87.609587 29.954670 1014.499016
90.423061 17.926323 351.081434
28.782050 72.090127 234.048798
211.895177 1.317990 263.808975
249.832820 37.645628 388.647292
316.031094 58.584616 2304.297092
137.410775 21.644194 786.097981
148.459108 23.329957 224.651875
